,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_flights,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE_airlines,AIRPORT_OriginAirport,CITY_OriginAirport,STATE_OriginAirport,COUNTRY_OriginAirport,LATITUDE_OriginAirport,LONGITUDE_OriginAirport,AIRPORT_DestinationAirport,CITY_DestinationAirport,STATE_DestinationAirport,COUNTRY_DestinationAirport,LATITUDE_DestinationAirport,LONGITUDE_DestinationAirport
3161311,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-17 00:00:00,5,MQ,3599,N695MQ,DFW,XNA,1015,1013.0,-2.0,13.0,1026.0,68.0,61.0,44.0,280,1110.0,4.0,1123,1114.0,-9.0,0,0,,,,,,,American Eagle Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,USA,36.28187,-94.30681
5618815,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-18 00:00:00,5,F9,245,N943FR,IAH,DEN,2135,2125.0,-10.0,13.0,2138.0,155.0,145.0,117.0,862,2235.0,15.0,2310,2250.0,-20.0,0,0,,,,,,,Frontier Airlines Inc.,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,Denver International Airport,Denver,CO,USA,39.85841,-104.667
1380896,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-30 00:00:00,1,B6,83,N789JB,JFK,MCO,1548,1552.0,4.0,18.0,1610.0,189.0,157.0,134.0,944,1824.0,5.0,1857,1829.0,-28.0,0,0,,,,,,,JetBlue Airways,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
5571609,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-16 00:00:00,3,AA,2622,N3AFAA,JFK,DFW,630,625.0,-5.0,14.0,639.0,252.0,239.0,213.0,1391,912.0,12.0,942,924.0,-18.0,0,0,,,,,,,American Airlines Inc.,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
1198802,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-19 00:00:00,4,B6,1585,N306JB,BOS,PIT,1238,1230.0,-8.0,17.0,1247.0,107.0,109.0,88.0,496,1415.0,4.0,1425,1419.0,-6.0,0,0,,,,,,,JetBlue Airways,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518,Pittsburgh International Airport,Pittsburgh,PA,USA,40.49147,-80.23287
406820,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-27 00:00:00,2,MQ,3365,N500MQ,JFK,DCA,1729,,,,,89.0,,,213,,,1858,,,0,1,B,,,,,,American Eagle Airlines Inc.,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
5198022,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-21 00:00:00,6,WN,554,N727SW,MSY,MCO,1345,1347.0,2.0,9.0,1356.0,95.0,86.0,71.0,551,1607.0,6.0,1620,1613.0,-7.0,0,0,,,,,,,Southwest Airlines Co.,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
4661492,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-18 00:00:00,7,EV,4236,N14993,15412,13930,1356,1347.0,-9.0,6.0,1353.0,103.0,98.0,79.0,475,1412.0,13.0,1439,1425.0,-14.0,0,0,,,,,,,Atlantic Southeast Airlines,,,,,,,,,,,,
4802872,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-27 00:00:00,2,AA,1835,N714US,13487,14100,1150,1141.0,-9.0,14.0,1155.0,152.0,146.0,124.0,980,1459.0,8.0,1522,1507.0,-15.0,0,0,,,,,,,American Airlines Inc.,,,,,,,,,,,,
5168072,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-19 00:00:00,4,MQ,3406,N657MQ,ORD,EVV,1544,1539.0,-5.0,9.0,1548.0,71.0,58.0,45.0,272,1633.0,4.0,1655,1637.0,-18.0,0,0,,,,,,,American Eagle Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Evansville Regional Airport,Evansville,IN,USA,38.03799,-87.53063
4968805,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-06 00:00:00,5,B6,1123,N943JB,JFK,LAX,2128,2125.0,-3.0,29.0,2154.0,377.0,375.0,342.0,2475,36.0,4.0,45,40.0,-5.0,0,0,,,,,,,JetBlue Airways,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
4430863,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-03 00:00:00,6,EV,5105,N937EV,11433,14108,2020,2016.0,-4.0,11.0,2027.0,82.0,74.0,59.0,346,2026.0,4.0,2042,2030.0,-12.0,0,0,,,,,,,Atlantic Southeast Airlines,,,,,,,,,,,,
593259,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-09 00:00:00,1,HA,520,N487HA,HNL,OGG,936,929.0,-7.0,15.0,944.0,37.0,45.0,26.0,100,1010.0,4.0,1013,1014.0,1.0,0,0,,,,,,,Hawaiian Airlines Inc.,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241,Kahului Airport,Kahului,HI,USA,20.89865,-156.43046
5099226,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-15 00:00:00,7,DL,1710,N989DL,DFW,ATL,1220,1217.0,-3.0,21.0,1238.0,123.0,123.0,94.0,731,1512.0,8.0,1523,1520.0,-3.0,0,0,,,,,,,Delta Air Lines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
2121899,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-15 00:00:00,5,WN,328,N957WN,BUF,PHX,1155,1227.0,32.0,10.0,1237.0,290.0,327.0,310.0,1912,1447.0,7.0,1345,1454.0,69.0,0,0,,37.0,0.0,29.0,3.0,0.0,Southwest Airlines Co.,Buffalo Niagara International Airport,Buffalo,NY,USA,42.94052,-78.73217,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
5772948,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-28 00:00:00,1,OO,5683,N971SW,DEN,ABQ,2203,2157.0,-6.0,40.0,2237.0,84.0,107.0,57.0,349,2334.0,10.0,2327,2344.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0,Skywest Airlines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Albuquerque International Sunport,Albuquerque,NM,USA,35.04022,-106.60919
2398821,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-01 00:00:00,1,US,2145,,LGA,DCA,1800,,,,,83.0,,,214,,,1923,,,0,1,C,,,,,,US Airways Inc.,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
677365,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-14 00:00:00,6,EV,4600,N13566,RIC,ORD,1600,1553.0,-7.0,9.0,1602.0,138.0,136.0,112.0,642,1654.0,15.0,1718,1709.0,-9.0,0,0,,,,,,,Atlantic Southeast Airlines,Richmond International Airport,Richmond,VA,USA,37.50517,-77.31967,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
5572282,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-16 00:00:00,3,OO,5541,N946SW,ORD,BHM,706,704.0,-2.0,23.0,727.0,113.0,121.0,94.0,584,901.0,4.0,859,905.0,6.0,0,0,,,,,,,Skywest Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Birmingham-Shuttlesworth International Airport,Birmingham,AL,USA,33.56294,-86.75355
4831091,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-29 00:00:00,4,WN,2433,N771SA,14107,14908,835,832.0,-3.0,11.0,843.0,80.0,71.0,56.0,338,939.0,4.0,955,943.0,-12.0,0,0,,,,,,,Southwest Airlines Co.,,,,,,,,,,,,
371463,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-25 00:00:00,7,AS,494,N796AS,SEA,SAN,1330,1317.0,-13.0,15.0,1332.0,158.0,165.0,146.0,1050,1558.0,4.0,1608,1602.0,-6.0,0,0,,,,,,,Alaska Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,San Diego International Airport (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
3666303,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-16 00:00:00,7,AA,1363,N017AA,DFW,JAC,1050,1044.0,-6.0,15.0,1059.0,174.0,160.0,142.0,1047,1221.0,3.0,1244,1224.0,-20.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Jackson Hole Airport,Jackson,WY,USA,43.60732,-110.73774
4343160,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-28 00:00:00,1,UA,1169,N73445,LAX,DEN,1110,1106.0,-4.0,19.0,1125.0,138.0,135.0,107.0,862,1412.0,9.0,1428,1421.0,-7.0,0,0,,,,,,,United Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Denver International Airport,Denver,CO,USA,39.85841,-104.667
5344546,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-01 00:00:00,2,DL,1642,N839DN,LAX,ATL,1000,1005.0,5.0,17.0,1022.0,250.0,227.0,203.0,1947,1645.0,7.0,1710,1652.0,-18.0,0,0,,,,,,,Delta Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
4058834,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-10 00:00:00,4,WN,336,N237WN,PHL,BNA,530,529.0,-1.0,15.0,544.0,130.0,117.0,96.0,675,620.0,6.0,640,626.0,-14.0,0,0,,,,,,,Southwest Airlines Co.,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
4927067,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-04 00:00:00,3,DL,1177,N919DN,RDU,ATL,1215,1208.0,-7.0,16.0,1224.0,86.0,81.0,59.0,356,1323.0,6.0,1341,1329.0,-12.0,0,0,,,,,,,Delta Air Lines Inc.,Raleigh-Durham International Airport,Raleigh,NC,USA,35.87764,-78.78747,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
788988,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-21 00:00:00,6,NK,355,N618NK,FLL,DEN,2015,2058.0,43.0,12.0,2110.0,274.0,269.0,250.0,1703,2320.0,7.0,2249,2327.0,38.0,0,0,,38.0,0.0,0.0,0.0,0.0,Spirit Air Lines,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275,Denver International Airport,Denver,CO,USA,39.85841,-104.667
1458853,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-04 00:00:00,6,DL,2554,N827DN,DEN,JFK,1037,1733.0,416.0,29.0,1802.0,226.0,228.0,191.0,1626,2313.0,8.0,1623,2321.0,418.0,0,0,,418.0,0.0,0.0,0.0,0.0,Delta Air Lines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893
4917575,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-03 00:00:00,2,DL,1758,N838DN,ATL,TPA,1905,1904.0,-1.0,10.0,1914.0,86.0,74.0,60.0,406,2014.0,4.0,2031,2018.0,-13.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
3454091,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-03 00:00:00,1,WN,599,N523SW,ELP,SAT,1650,1702.0,12.0,10.0,1712.0,85.0,81.0,68.0,496,1920.0,3.0,1915,1923.0,8.0,0,0,,,,,,,Southwest Airlines Co.,El Paso International Airport,El Paso,TX,USA,31.80667,-106.37781,San Antonio International Airport,San Antonio,TX,USA,29.53369,-98.46978
4841138,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-29 00:00:00,4,B6,2019,N323JB,13933,11697,1835,,,,,197.0,,,1211,,,2152,,,0,1,C,,,,,,JetBlue Airways,,,,,,,,,,,,
3696433,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-18 00:00:00,2,OO,6372,N593ML,AMA,DEN,700,708.0,8.0,7.0,715.0,84.0,72.0,58.0,359,713.0,7.0,724,720.0,-4.0,0,0,,,,,,,Skywest Airlines Inc.,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593,Denver International Airport,Denver,CO,USA,39.85841,-104.667
3275271,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-24 00:00:00,5,B6,2283,N296JB,BOS,RDU,610,600.0,-10.0,22.0,622.0,115.0,120.0,93.0,612,755.0,5.0,805,800.0,-5.0,0,0,,,,,,,JetBlue Airways,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518,Raleigh-Durham International Airport,Raleigh,NC,USA,35.87764,-78.78747
972295,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-05 00:00:00,4,OO,4527,N806SK,BOI,MSP,1425,1549.0,84.0,15.0,1604.0,165.0,157.0,135.0,1142,1919.0,7.0,1810,1926.0,76.0,0,0,,0.0,0.0,0.0,76.0,0.0,Skywest Airlines Inc.,Boise Airport (Boise Air Terminal),Boise,ID,USA,43.56444,-116.22278,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
3559569,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-09 00:00:00,7,OO,4980,N742SK,IAH,ONT,2110,2107.0,-3.0,13.0,2120.0,195.0,179.0,163.0,1334,2203.0,3.0,2225,2206.0,-19.0,0,0,,,,,,,Skywest Airlines Inc.,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,Ontario International Airport,Ontario,CA,USA,34.056,-117.60119
2311473,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-27 00:00:00,3,DL,491,N687DL,JFK,SLC,1125,1121.0,-4.0,23.0,1144.0,305.0,295.0,268.0,1990,1412.0,4.0,1430,1416.0,-14.0,0,0,,,,,,,Delta Air Lines Inc.,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97777
5033898,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-11 00:00:00,3,AA,560,N829AW,PHX,SEA,835,829.0,-6.0,23.0,852.0,188.0,197.0,164.0,1107,1036.0,10.0,1043,1046.0,3.0,0,0,,,,,,,American Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
4123701,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-14 00:00:00,1,F9,770,N214FR,LAS,DEN,1045,1044.0,-1.0,12.0,1056.0,111.0,102.0,83.0,628,1319.0,7.0,1336,1326.0,-10.0,0,0,,,,,,,Frontier Airlines Inc.,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,Denver International Airport,Denver,CO,USA,39.85841,-104.667
4627742,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-16 00:00:00,5,AA,652,N769US,14107,15016,845,840.0,-5.0,20.0,900.0,178.0,178.0,154.0,1262,1334.0,4.0,1343,1338.0,-5.0,0,0,,,,,,,American Airlines Inc.,,,,,,,,,,,,
3251259,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-22 00:00:00,3,WN,331,N257WN,LAS,BUR,1630,1630.0,0.0,12.0,1642.0,60.0,58.0,43.0,223,1725.0,3.0,1730,1728.0,-2.0,0,0,,,,,,,Southwest Airlines Co.,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585
2435424,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-03 00:00:00,3,OO,4738,N162PQ,DTW,MKE,2140,2135.0,-5.0,18.0,2153.0,73.0,61.0,38.0,237,2131.0,5.0,2153,2136.0,-17.0,0,0,,,,,,,Skywest Airlines Inc.,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884,General Mitchell International Airport,Milwaukee,WI,USA,42.94722,-87.89658
4929573,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-04 00:00:00,3,UA,1910,N66841,SJU,ORD,1451,1452.0,1.0,12.0,1504.0,326.0,312.0,264.0,2072,1728.0,36.0,1817,1804.0,-13.0,0,0,,,,,,,United Air Lines Inc.,Luis Muñoz Marín International Airport,San Juan,PR,USA,18.43942,-66.00183,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
1185848,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-18 00:00:00,3,B6,286,N309JB,JFK,ROC,1630,,,,,93.0,,,264,,,1803,,,0,1,C,,,,,,JetBlue Airways,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,Greater Rochester International Airport,Rochester,NY,USA,43.11887,-77.67238
4623934,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-15 00:00:00,4,AA,785,N568UW,14107,12889,2240,2252.0,12.0,18.0,2310.0,63.0,65.0,41.0,255,2351.0,6.0,2343,2357.0,14.0,0,0,,,,,,,American Airlines Inc.,,,,,,,,,,,,
3216060,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-20 00:00:00,1,OO,5407,N982SW,PAH,ORD,1549,1551.0,2.0,7.0,1558.0,96.0,89.0,70.0,342,1708.0,12.0,1725,1720.0,-5.0,0,0,,,,,,,Skywest Airlines Inc.,Barkley Regional Airport,Paducah,KY,USA,37.06083,-88.77375,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
3546973,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-09 00:00:00,7,OO,4535,N616QX,DEN,SLC,830,824.0,-6.0,19.0,843.0,94.0,100.0,68.0,391,951.0,13.0,1004,1004.0,0.0,0,0,,,,,,,Skywest Airlines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97777
2290619,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-26 00:00:00,2,US,1950,N959UW,PIT,PHL,725,723.0,-2.0,40.0,803.0,86.0,101.0,58.0,268,901.0,3.0,851,904.0,13.0,0,0,,,,,,,US Airways Inc.,Pittsburgh International Airport,Pittsburgh,PA,USA,40.49147,-80.23287,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
463127,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-31 00:00:00,6,US,833,N252AU,CLT,STT,1145,1200.0,15.0,24.0,1224.0,213.0,198.0,169.0,1520,1613.0,5.0,1618,1618.0,0.0,0,0,,,,,,,US Airways Inc.,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,Cyril E. King Airport,Charlotte Amalie,VI,USA,18.33731,-64.97336
710878,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-16 00:00:00,1,UA,1244,N38443,EWR,PBI,2059,2153.0,54.0,12.0,2205.0,176.0,165.0,148.0,1023,33.0,5.0,2355,38.0,43.0,0,0,,0.0,0.0,43.0,0.0,0.0,United Air Lines Inc.,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866,Palm Beach International Airport,West Palm Beach,FL,USA,26.68316,-80.09559
1900881,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-01 00:00:00,5,EV,2501,N906EV,DFW,SHV,1715,1741.0,26.0,14.0,1755.0,63.0,48.0,30.0,190,1825.0,4.0,1818,1829.0,11.0,0,0,,,,,,,Atlantic Southeast Airlines,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Shreveport Regional Airport,Shreveport,LA,USA,32.44663,-93.8256
4265845,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-23 00:00:00,3,DL,1353,N911DE,PNS,ATL,1144,1139.0,-5.0,13.0,1152.0,86.0,67.0,45.0,271,1337.0,9.0,1410,1346.0,-24.0,0,0,,,,,,,Delta Air Lines Inc.,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Pensacola,FL,USA,30.47331,-87.18744,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
2393533,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-01 00:00:00,1,EV,4232,N21197,RAP,ORD,1250,1245.0,-5.0,12.0,1257.0,135.0,129.0,103.0,779,1540.0,14.0,1605,1554.0,-11.0,0,0,,,,,,,Atlantic Southeast Airlines,Rapid City Regional Airport,Rapid City,SD,USA,44.04532,-103.05737,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
3243828,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-22 00:00:00,3,DL,2215,N633DL,MSP,ANC,907,906.0,-1.0,20.0,926.0,341.0,358.0,332.0,2519,1158.0,6.0,1148,1204.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0,Delta Air Lines Inc.,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619
3225022,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-21 00:00:00,2,AA,1811,N157UW,PHL,TPA,740,733.0,-7.0,17.0,750.0,160.0,150.0,129.0,920,959.0,4.0,1020,1003.0,-17.0,0,0,,,,,,,American Airlines Inc.,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
2288834,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-26 00:00:00,2,DL,400,N37700,PDX,JFK,600,557.0,-3.0,21.0,618.0,329.0,327.0,300.0,2454,1418.0,6.0,1429,1424.0,-5.0,0,0,,,,,,,Delta Air Lines Inc.,Portland International Airport,Portland,OR,USA,45.58872,-122.5975,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893
5020932,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-10 00:00:00,2,EV,5273,N723EV,LGA,CLE,1144,1208.0,24.0,46.0,1254.0,115.0,116.0,65.0,419,1359.0,5.0,1339,1404.0,25.0,0,0,,1.0,0.0,0.0,24.0,0.0,Atlantic Southeast Airlines,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494
3870178,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-28 00:00:00,5,AS,124,N471AS,FAI,SEA,1710,1700.0,-10.0,9.0,1709.0,224.0,230.0,200.0,1533,2129.0,21.0,2154,2150.0,-4.0,0,0,,,,,,,Alaska Airlines Inc.,Fairbanks International Airport,Fairbanks,AK,USA,64.81368,-147.85967,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
335503,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-22 00:00:00,4,EV,3263,N12528,IAH,LCH,2105,2104.0,-1.0,24.0,2128.0,49.0,56.0,26.0,127,2154.0,6.0,2154,2200.0,6.0,0,0,,,,,,,Atlantic Southeast Airlines,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,Lake Charles Regional Airport,Lake Charles,LA,USA,30.1261,-93.2234
3404124,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-31 00:00:00,5,MQ,3067,N642MQ,MSN,ORD,1603,1617.0,14.0,10.0,1627.0,57.0,48.0,27.0,108,1654.0,11.0,1700,1705.0,5.0,0,0,,,,,,,American Eagle Airlines Inc.,Dane County Regional Airport,Madison,WI,USA,43.13986,-89.33751,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
2643245,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-16 00:00:00,2,HA,229,N483HA,KOA,OGG,1116,1107.0,-9.0,10.0,1117.0,33.0,37.0,21.0,84,1138.0,6.0,1149,1144.0,-5.0,0,0,,,,,,,Hawaiian Airlines Inc.,Kona International Airport at Keahole,Kailua/Kona,HI,USA,19.73877,-156.04563,Kahului Airport,Kahului,HI,USA,20.89865,-156.43046
115259,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-08 00:00:00,4,B6,971,N510JB,LGA,FLL,1042,1058.0,16.0,20.0,1118.0,192.0,169.0,145.0,1076,1343.0,4.0,1354,1347.0,-7.0,0,0,,,,,,,JetBlue Airways,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
2349864,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-29 00:00:00,5,WN,560,N557WN,LAS,BNA,1545,1547.0,2.0,11.0,1558.0,215.0,217.0,200.0,1587,2118.0,6.0,2120,2124.0,4.0,0,0,,,,,,,Southwest Airlines Co.,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
818981,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-23 00:00:00,1,OO,6223,N763SK,SFO,PSP,1909,1907.0,-2.0,23.0,1930.0,87.0,90.0,62.0,421,2032.0,5.0,2036,2037.0,1.0,0,0,,,,,,,Skywest Airlines Inc.,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,Palm Springs International Airport,Palm Springs,CA,USA,33.82922,-116.50625
1664593,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-17 00:00:00,5,OO,5469,N971SW,AVL,ORD,700,656.0,-4.0,15.0,711.0,115.0,102.0,80.0,536,731.0,7.0,755,738.0,-17.0,0,0,,,,,,,Skywest Airlines Inc.,Asheville Regional Airport,Asheville,NC,USA,35.43619,-82.54181,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
